gin  [GRASS]  𒍤𒆸;𒌑𒍣𒍣;𒌑𒀀𒍣𒍣;𒌑𒍣𒍣𒀀;𒌑𒍣𒍣𒂠𒊺  gin4 ;  u2 |ZI&ZI| ;  u2 |A.ZI&ZI| ;  u2 |ZI&ZI.A| ;  u2 |ZI&ZI.EŠ2 .ŠE|  "a grass" #kuštu 
GINE  [REED]  𒄀𒉈  GI.NE  "a type of reed" #? 
gir  [FISH]  𒄈;𒄈𒄩  gir ;  gir ku6  "a fish" #šahû 
gir  [JAR]  𒂁𒄌;𒀚  dug gir16 ;  gir9  "a large jar" #kirru 
GIR  [TREE]  𒄑𒄊  ĝeš GIR3  "a type of tree" 
GIR  [WEED]  𒄑𒄊;𒄑𒀲  ĝeš GIR3 ;  ĝeš ANŠE  "a weed?" 
giraba  [FISH]  𒀊𒄫·(𒀊𒄫)  giraba x (|AB.HA@g|)  "a fish" 
girah  [STUFF]  𒋗𒁶  girah  "a raw material" 
girah  [TOOL]  𒄑𒋗𒁶  ĝeš girah  "a building tool, hammer?" #suppīn itinni 
girbil  [PROFESSION]  𒌋𒀜𒉈  gir4-bil  "a profession" 
girgid  [BIRD]  𒄈𒁍  gir-gid2  "a bird" #? 
girgid  [FISH]  𒄈𒁍𒄩  gir-gid2 ku6  "a fish" #tappinnu 
girgilum  [BIRD]  𒄌𒄿𒇻𒄷;𒋽𒃲𒄷?;𒄈𒄀𒈝𒄷;𒄈𒄄𒇻𒄷;𒄊𒄀𒇻𒄷;𒅗𒄄𒈝𒄷  giri16-i-lu mušen ;  gur8-gal mušen ? ;  gir-gi-lum mušen ;  gir-gi4-lu mušen ;  ĝir3-gi-lu mušen ;  kir4-gi4-lum mušen  "a bird" #girgilu ;  şâku 
girgir  [FISH]  𒁽𒁽𒄩  gir5-gir5 ku6  "a fish" 
GIRgunu  [BIRD]  𒄈𒆦𒄈𒆦;𒄈𒆦𒁉;𒄈𒆦;𒄈𒆦𒄷  GIR2 @g-GIR2 @g ;  GIR2 @g-bi ;  GIR2 @g ;  |GIR2 @g| mušen  "a bird" 
giri  [CRY]  𒄌  giri16  "a cry" 
giri  [SEAT]  𒄌·(𒄑𒇽);𒄌·(𒄑𒋗𒇽)  giri x (|GIŠ.LU2 |) ;  giri x (|GIŠ.ŠU.LU2 |)  "a seat" #nēmedu 
giri.LAK322  [FISH]  𒄌·(¿)?𒊺(¿)𒄩  giri x (LAK85)-|KAxŠE|(LAK322) ku6  "a fish" 
giri'ilu  [LAMENT]  𒄌𒄿𒇻;𒄌𒄿𒅆;𒄌𒇻  giri16-i-lu ;  giri16-i-lim ;  giri16-lu  "a lament" 
girimhiliba  [STONE]  𒎎𒄀𒁽𒄭𒇷𒂊  na4 gi-rim-hi-li-e  "a stone" 
girinum  [PLANT]  𒄑𒄀𒊑𒈝  ĝeš gi-ri-num2  "a plant" #girinnu 
girinum  [TREE]  𒄑𒄀𒌷𒈝  ĝeš gi-ri2-num2  "a tree" 
giriššitana  [BIRD]  𒄵𒋥𒈾𒄷;𒄵𒋥𒈾;𒄀𒊑𒅖𒊏𒀭  giriš-šita3-na mušen ;  giriš-šita3-na ;  gi-ri-iš-RA.AN  "a bird?" 
girizum  [TREE]  𒄑𒄀𒊑𒍮  ĝeš gi-ri-zum  "a tree" #girīşu 
giršu  [FISH]  𒄈𒋗𒄩  gir-šu ku6  "a fish" 
GIRum  [OBJECT]  𒄈𒌝  GIR-um  "a metal item" #? 
giruš  [REED]  𒄀𒊒𒍑  gi-ru-uš  "a reed" 
gisig  [FENCE]  𒄀𒋝;𒄀𒅊  gi-sig ;  gi-sig7  "a reed fence" #kikkišu 
gisu  [INSTRUMENT]  𒄀𒁍;𒄀𒋤  gi-su13 ;  gi-su3  "a musical instrument" #malīlu 
GIŠŠEŠ  [FISH]  𒄑𒋀𒄩  GIŠ.ŠEŠ ku6  "a type of fish" 
gišuak  [MAT]  𒄀𒋗𒀝  gi-šu-ak  "a mat" 
gišulhi  [REED]  𒄀𒂄𒄭  gi-šul-hi  "a reed" #qan šalālu 
gizi  [FISH]  𒄀𒍣𒄩  gi-zi ku6  "a fish" 
gizi  [REED]  𒄀𒍣  gi-zi  "a reed" #kīsu 
gu  [BIRD]  𒄘𒄷  gu2 mušen  "a bird" 
gub  [~SHEEP]  𒁺  gub  "a designation of sheep or goats" 
guba  [~WORKER]  𒄘𒁀  gu2-ba  "a classification of workers" 
gubi  [BIRD]  𒄘𒉈𒄷;𒄖𒉈𒌈𒄷;𒄘𒁉𒄷  gu2-bi2 mušen ;  gu-bi2-tum mušen ;  gu2-bi mušen  "a bird" #kupītu 
gubiguzaga  [BIRD]  𒄘𒁉𒄘𒍠𒂵  gu2-bi-gu2-zag-ga  "a bird" 
guda'abzu  [PRIEST]  𒄴𒈨𒍪𒀊  guda2-abzu  "a priest" #gudapsû 
gudalim  [BOVID]  𒄞𒄋  gud-alim  "a bovid; ~ figurine" #alimbû 
guddaba  [PROFESSION]  𒄞𒆪𒁀  gud-dab5-ba  "a profession" 
guddu  [BIRD]  𒄞𒌌𒄷;𒄞𒋼𒄷;𒄞𒁕𒄷  gud-du7 mušen ;  gud-te mušen ;  gud-da mušen  "a bird?" 
gudĝeš  [OX]  𒄞𒄑  gud-ĝeš  "a draught ox" 
gudimbagada  [LINEN]  𒄖𒉽𒉽𒁀𒃰  gu-dim4-ba-gada  "a type of linen" 
gudKUr  [PROFESSION]  𒄞𒆪  gud-KU  "a profession" 
gudu  [CORD]  𒄖𒁺  gu-du  "a type of cord" 
gudug  [PRIEST]  𒄴𒈨;𒄴𒈨·(𒄴)  gudug ;  gudu x (|HI×NUN|)  "a priest" #pašīšu 
gu'e  [TEXTILE]  𒌆𒄘𒌓𒁺  tug2 gu2-e3  "a textile" 
gug  [GRASS]  𒌑𒍤𒆸;𒍤𒆸;𒍝𒄢;𒌑𒍣𒍣;𒌑𒀀𒍣𒍣;𒌑𒍣𒍣𒀀;𒌑𒍣𒍣𒂠𒊺  u2 gug4 ;  gug4 ;  gug ;  u2 |ZI&ZI| ;  u2 |A.ZI&ZI| ;  u2 |ZI&ZI.A| ;  u2 |ZI&ZI.EŠ2 .ŠE|  "a grass; rush, sedge" #šišnu ;  šuppatu 
gugalgal  [BEAN]  𒄖𒃲𒃲  gu-gal-gal  "a bean" 
gugir  [BEAN]  𒄖𒄈  gu-gir  "a bean" 
gugutum  [PLANT]  𒄖𒄖𒌈  gu-gu-tum  "a plant" #gugutum 
guhšu  [ALTAR]  𒈞𒋙;𒈝𒈝𒋙  guhšu ;  guhšu2  "a reed altar; (a part of) a container" #guhšû ;  šubat diqāri 
gu'ira  [PLANT]  𒅗𒉌𒊏  gu3-i3-ra  "a plant" 
gukešed  [BIRD]  𒄀𒆟𒄷;𒅗𒆟𒄷  gi-keš2 mušen ;  gu3-keš2 mušen  "a bird" 
GUL  [~CHARIOT]  𒄑𒄢  ĝeš GUL  "a designation of chariots" #halmadru 
gula  [DISEASE]  𒄖𒇲  gu-la2  "a disease" 
gulgul  [STONE]  𒎎𒄢𒄢  na4 gul-gul  "a stone" 
gumeze  [BEER]  𒄘𒈨𒍢  gu2-me-ze2  "a type of beer" #haninu 
gumgam  [SOUND]  𒈝𒂵𒀀𒀭  gum2-ga-am3  "a sound (onomatopoeic)" 
guNE  [PLACE]  𒄘𒉈;𒅎𒄘𒉈  gu2-NE ;  im gu2-NE  "a place; cult centre?; oven?" 
guNEsaĝa  [CONTAINER]  𒄘𒉈𒊕𒂷  gu2-NE-saĝ-ĝa2  "a cupboard or chest for drinking utensils" 
gur  [TOOL]  𒄑𒋽  ĝeš gur8  "a tool" 
gur  [~ANIMAL]  𒋽  gur8  "a designation of animals" 
gurdub  [BASKET]  GA2×GI;𒄀𒄥𒁾;𒂷·𒄄;𒄥𒁾  gurdub ;  gi gur-dub ;  gurdub2 ;  gur-dub  "a basket" #gurduppum 
gurgal  [BIRD]  𒋽𒃲𒄷  gur8-gal mušen  "a bird" 
gurgur  [BIRD]  𒄥𒄥𒄷;𒆸𒆸𒄷  gur-gur mušen ;  gur4-gur4 mušen  "a bird" #kurkurru 
gurgur  [FISH]  𒆸𒆸𒄩  gur4-gur4 ku6  "a fish" 
gurgur  [VESSEL]  𒆸𒆸;𒂁𒆸𒆸;𒂁𒋽𒋽;𒋽𒋽  gur4-gur4 ;  dug gur4-gur4 ;  dug gur8-gur8 ;  gur8-gur8  "a vessel; a unit of liquid capacity" #gugguru ;  kurkurratu 
gurgur  [~ANIMAL]  𒋽𒋽  gur8-gur8  "a designation of animals" 
gurgur  [~SHEEP]  𒆸𒆸  gur4-gur4  "a designation of sheep" #kurkurrānu 
gurina  [~FISH]  𒄘𒈕𒈾𒄩  gu2-rin5-na ku6  "a fish product" 
gurinnuda  [BIRD]  𒄥𒅔𒉡𒁕𒄷  gur-in-nu-da mušen  "a bird" #kur tibni 
gurlugal  [UNIT]  𒄥𒈗  gur-lugal  "a unit of measurement" 
gurmah  [UNIT]  𒄥𒈤  gur-mah  "a unit of capacity" 
gurudud  [HEAP]  𒄦𒇯  gur7-du6  "a type of grain heap" #karê tili 
gurumaš  [HEAP]  𒄦𒈦  guru7-maš  "a type of grain heap" #karê māši 
gusur  [FISH]  𒅗𒋩𒄩  gu3-sur ku6  "a fish" 
gusur  [PROFESSION]  𒄖𒋩;𒋩𒄖𒉣;𒉣𒋩𒄖;𒉣𒄖𒋩  gu-šur ;  SUR.GU.NUN ;  NUN.SUR.GU ;  NUN.GU.SUR  "a profession" #? 
gusura  [BIRD]  𒄘𒋩𒄷;𒄘𒋩𒊏𒄷  gu2-sur mušen ;  gu2-sur-ra mušen  "a bird" 
gusura  [FISH]  𒄘𒋩𒊏𒄩  gu2-sur-ra ku6  "a fish" 
guš  [INSTRUMENT]  𒄑𒄘𒍑  ĝeš gu2-uš  "a musical instrument?; a part of a musical instrumen?" 
GUŠUGABA  [PROFESSION]  𒄖𒋗𒃮  GU.ŠU.GABA  "a profession" 
guzagida  [CHAIR]  𒄑𒄖𒍝𒁍𒁕  ĝeš gu-za-gid2-da  "a chair" #kalakku 
guzasirda  [CHAIR]  𒄑𒄖𒍝𒂡𒁕  ĝeš gu-za-sir3-da  "a chair" 
guzazagbe'us  [CHAIR]  𒄑𒄖𒍝𒍠𒁉𒍑;𒄑𒄖𒍝𒍠𒍑  ĝeš gu-za-zag-be2-us2 ;  ĝeš gu-za-zag-us2  "a chair" #kussī nēmedi 
guzi  [GARMENT]  𒅗𒍣  gu3-zi  "a garment" 
HA  [VEGETABLE]  𒄩𒊬  HA sar  "a vegetable" 
hab  [PLANT]  𒌑𒇥  u2 hab2  "a plant" 
hab  [POT]  𒇥  hab  "a pot" 
HAGUNU  [COW]  𒄫  |HA@g|  "a designation of a cow or a heifer" 
hahala  [COMESTIBLE]  𒄩𒄩𒆷  ha-ha-la  "a comestible" 
hal  [BASKET]  𒄀𒄬  gi hal  "a basket" 
hal  [POT]  𒂁𒄬  dug hal  "a pot" #hallu 
hal  [STICK]  𒄬  hal  "a stick" #pukku 
halba  [BUCKET]  𒈺𒁲;𒇳𒍇  halba ;  halba5  "a bucket for a well" #kannu ša burti 
hallul  [OBJECT]  𒄬𒈜  hal-lul  "a metal object" 
halub  [TREE]  𒄩𒇻𒂠;𒄑𒄩𒇻𒂠;𒄑𒄩𒇻𒇥  ha-lu-ub2 ;  ĝeš ha-lu-ub2 ;  ĝeš ha-lu-ub4  "a tree" #haluppu 
hamun  [BIRD]  𒄷𒋛𒉽𒊺𒉽𒄷;𒄩𒁵𒄷  u5-munu4 mušen ;  ha-mun mušen  "a bird" #lallartu 
HAR  [BIRD]  𒄯𒄷  har mušen  "a bird" 
har.NI.ZI  [BIRD]  𒄯𒉌𒍣𒄷  har-NI-ZI mušen  "a bird" 
hara  [CONTAINER]  𒂁𒁚;𒂁¿;𒂁𒄩𒊏  dug hara4 ;  dug hara5 ;  dug ha-ra  "a large container" #harû 
hara  [WAGON]  𒈊·(𒉭𒀖·𒁉)  hara x (|NUNUZ.AB2 ×BI|)  "a part of a wagon" #harû ;  namharû 
haran  [PLANT]  𒌑𒄯𒀭  u2 har-an  "a plant" 
harhar  [BIRD]  𒄯𒄯𒄷  har-har mušen  "a bird" 
harhar  [INSTRUMENT]  𒄑𒄯𒄯  ĝeš har-har  "a musical instrument" 
harNIZI  [BIRD]  𒄯𒉌𒍣𒄷;𒄯𒂷𒄷  har-NI.ZI mušen ;  har-GA2 mušen  "a bird" 
HARran  [GRASS]  𒄑𒄯𒀭;𒌑𒄯𒀭;𒌑𒄑𒄯;𒌑𒄯𒊏𒀭;𒌑𒀭𒄑𒄯  ĝeš |HI×AŠ2 |-an ;  u2 |HI×AŠ2 |-an ;  u2 ĝeš |HI×AŠ2 | ;  u2 |HI×AŠ2 |-ra-an ;  U2 .AN.GIŠ.|HI×AŠ2 |  "a grass" 
harrangur  [PATH]  𒄯𒊏𒀭𒄥  har-ra-an-gur  "a path" #kanagurru 
HARsuhur  [STONE]  𒎎𒄯𒋦  na4 HAR-suhur  "a stone" 
haš  [STONE]  𒎎𒍨  na4 haš2  "a stone" 
haš  [WOOD]  𒄑𒄩𒀸  ĝeš ha-aš  "a wood" 
hašbar  [STONE]  𒎎𒍨𒁇  na4 haš2-bar  "a stone" 
hašhurpeš  [TREE]  𒄑𒈢𒄑𒈠  ĝeš hašhur- ĝeš peš3  "a tree" #tīnānû 
haštum  [STONE]  𒍨𒌈  haš2-tum  "a stone" 
hašum  [GARMENT]  𒌆𒄩𒋳  tug2 ha-šum  "a garment" 
hašur  [TREE]  𒄑𒄩𒋗𒌫  ĝeš ha-šu-ur2  "a tree" 
hatum  [OBJECT]  𒄩𒌈  ha-tum  "a bronze object" #hattu 
haum  [GARMENT]  𒌆𒄩𒌝  tug2 ha-um  "a garment" 
haz  [~EYES]  𒄩𒊍  ha-az  "a designation of eyes" 
hazanum  [PLANT]  𒄩𒍝𒉡𒌝𒊬  ha-za-nu-um sar  "a plant" 
hazin  [BARLEY]  𒊺𒄩𒍣;𒊺𒄩𒍣𒈾  še ha-zi ;  še ha-zi-na  "a type of barley" 
hedab  [WORKER]  𒃶𒆪  he2-dab5  "a type of worker" #şabtum 
henzer  [CHILD]  𒅆𒁴  henzer  "a low social class; small child; baby; (to be) babyish; weak" #ašpaltu ;  la'û ;  lakû ;  šerru 
HI  [FISH]  𒄭𒄩  HI ku6  "a fish" 
HIa  [VEGETABLE]  𒄭𒀀𒊬  HI-a sar  "a vegetable" 
hib  [~AROMATIC]  𒄭𒅁  hi-ib  "a designation of aromatics" 
hibza  [~BREAD]  𒄭𒅁𒍝;𒄭𒅁𒁲  hi-ib-za ;  hi-ib-sa2  "a designation of breads" #hibşu 
HIla  [OBJECT]  𒄭𒇲𒌓𒊕𒁇  HI-la2 zabar  "a metal object; an item made of hides" 
hili  [WIG]  𒄭𒇷  hi-li  "a ritual wig" 
hiliba  [STONE]  𒎎𒄭𒇷𒁀  na4 hi-li-ba  "a stone" #hilibû 
hindum  [BEAD]  𒄭𒅔𒌈  hi-in-dum  "a bead" 
hirim  [GRASS]  𒆠𒆗;𒀊·(𒆶)  hirim ;  hirin x (KWU318)  "a grass" #arantu ;  lardu 
hirin  [OBJECT]  𒀊;𒈾𒊒  hirin2 ;  hurin  "a leather object" #zinbuharu 
hiz  [VEGETABLE]  𒄭𒄑𒊬;𒄭𒊬  hi-iz sar ;  HI sar  "a vegetable" #hisu 
hizurbara  [VEGETABLE]  𒄭𒄑𒌨𒁇𒊏  hi-iz-ur-bar-ra  "a vegetable" 
hub  [PLANT]  𒌑𒄸  u2 hub2  "a plant (used for dying leather)" 
hubdum  [OBJECT]  𒄸𒁺𒌝  hub2-du-um  "a metal item" 
hubhub  [CONTAINER]  𒋄;𒋅  hubhub ;  hubhub2  "a container or tube" #huphuppu 
hubum  [WHEEL]  𒍏𒄷𒁍𒌝;𒄑𒄷𒁍𒌝;𒄑𒄷𒄷𒌝  urud hu-bu-um ;  ĝeš hu-bu-um ;  ĝeš hu-bu3-um  "a wheel" #hūpu 
hubur  [JAR]  ¿;¿·(𒉭𒀖·x)  hubur ;  hubur x (|NUNUZ.AB2 ×X|)  "a beer jar" #hubūru 
huduš  [STATUS]  𒌅  huduš  "a social status, bridegroom?" #huduššu 
huduš  [STONE]  𒎎𒌅(𒌅)  na4 huduš(TU)  "a stone" 
HUKUBU  [WORKER]  𒄷𒆪𒁍  HU.KU.BU  "a worker" 
hulpad  [TOOL?]  𒅆𒌨𒊒𒃻  hulpad  "a wood or a tool?" #mitru 
hulu  [RODENT]  𒉾𒅆𒌨  peš2 hulu  "a rodent" #hulû 
humhum  [DESTITUTE]  𒇽𒈝𒈝  lu2 hum-hum  "a destitute, a very poor person" #luppunu 
hurium  [PLANT]  𒌑𒄷𒌷𒌝  u2 hu-ri2-um  "a plant" 
hurizum  [STONE]  𒎎𒄷𒌷𒍮  na4 hu-ri2-zum  "a stone" #hurīzu 
hurum  [~POT]  𒄷𒊒𒌝  hu-ru-um  "a designation of a pot" 
huš  [FISH]  𒍽(¿)𒄩  huš(LAK240) ku6  "a fish" 
huš  [PLANT]  𒄑𒍽  ĝeš huš  "a plant" #kalbānu 
hušmesmes  [PLANT]  𒍽𒈩𒈩𒊬  huš-mes-mes sar  "a plant" 
IB  [PROFESSION]  𒅁  IB  "a profession" 
ibadu  [GARMENT]  𒌆𒌈𒆕;𒌈𒁀𒆕𒌆;𒌈𒆕𒌆  tug2 ib2-du3 ;  ib2-ba-du3 tug2 ;  ib2-du3 tug2  "a garment" 
IBUM  [OBJECT]  𒌈𒌝  IB2 .UM  "a metal object?" 
idigna  [BIRD]  𒈦𒄘𒃼𒄷;𒀀𒇉𒈦𒄘𒃼𒄷  idigna mušen ;  id2 idigna mušen  "a bird" 
idu  [LOCUS]  𒉌𒌌  i3-du7  "a cultic room" #tā'u 
igi  [QUALITY]  𒄿𒄀𒐍  i-gi8  "a quality of a vessel or a tablet" 
igi  [~MATHEMATICS]  𒅆  igi  "a mathematical term (math.)" 
IGI.suhur  [FISH]  𒅆𒋦𒄩  IGI-suhur ku6  "a fish" 
igibi  [~MATHEMATICS]  𒅆𒁉  igi-bi  "a mathematical term (math.)" #igibû 
igidua  [PRIESTESS]  𒅆𒂃𒀀  igi-du8-a  "a priestess" 
IGIgi  [PLANT]  𒅆𒄄;𒅆𒄄𒊬  IGI-gi4 ;  IGI-gi4 sar  "a plant" 
igigudak  [SHAPE]  𒅆𒄞  igi-gud  "a geometric shape" #īn alpi 
igiguddu  [BIRD]  𒅆𒄞𒌌𒄷  igi-gud-du7 mušen  "a bird" 
igigula  [DISEASE]  𒅆𒄖𒇲𒂊  igi-gu-la2-e  "a disease" 
igiĝal  [~PLOW]  𒄑𒅆𒅅  ĝeš igi-ĝal2  "a designation of plows" #nabrītu 
igiĝeštinak  [BIRD]  𒅆𒃾𒈾𒄷;𒅆𒃾𒈾  igi-ĝeštin-na mušen ;  igi-ĝeštin-na  "a bird?" 
igila  [BIRD]  𒅆𒇲𒄷  igi-la2 mušen  "a bird" 
igimušenak  [BIRD]  𒅆𒄷𒈾𒄷  igi-mušen-na mušen  "a bird" 
iginimbarhuz  [DISEASE]  𒅆𒁇𒈝;𒅆𒁇𒉏𒈝  igi-bar-huz ;  igi-bar-nim-huz  "a disease" 
iginita  [BIRD]  𒅆𒍑𒄷  igi-nita mušen  "a bird" 
iginudu  [BLIND]  𒅆𒉡𒂃  igi-nu-du8  "a type of worker; blind" #lā naţālu 
igisigsig  [BIRD]  𒅆𒅊𒅊𒄷  igi-sig7-sig7 mušen  "a bird" 
igizag  [DISEASE]  𒅆𒍝  igi-zag3  "a disease" 
iku  [UNIT]  GA2×AŠ  iku  "a unit of area; a unit of volume" #ikû 
il  [BASKET]  𒄑𒅍  ĝeš il2  "a basket" 
il  [BIRD]  𒅍𒄷;𒀠𒌷𒄷  il2 mušen ;  al URU mušen  "a bird" 
il  [TAX]  𒅍  il2  "a tax" 
il  [WORKER]  𒅍  il2  "a worker" 
ilalum  [SONG]  𒉌𒆷𒈝  i3-la-lum  "a song" 
ildag  [POPLAR]  𒄑𒄑𒄟;𒄑𒄑𒃿;𒄑𒄟;𒄑𒄑𒄠;𒄑𒄑𒋥;𒄑𒄑𒋥·  ĝeš ildag2 ;  ĝeš ildag4 ;  ildag2 ;  ĝeš ildag3 ;  ĝeš ildag ;  ĝeš ildag x  "a poplar" #adāru ;  ildakku 
ilianum  [TREE]  𒌑𒄿𒇷𒅔𒉡𒍑;𒄑𒌷𒀀𒈝;𒄑𒄿𒇷𒀀𒉡𒌝;𒄑𒄿𒇷𒀀𒈝;𒄑𒂊𒆷𒉡𒌝;𒄑𒄿𒇷𒅔𒉡𒌝;𒄑𒄿𒊑𒀀𒉡𒌝;𒄑𒄿𒌷𒀀𒈝;𒌑𒄿𒇷𒀀𒉏  u2 i-li-in-nu-uš ;  ĝeš ri2-a-num2 ;  ĝeš i-li-a-nu-um ;  ĝeš i-li-a-num2 ;  ĝeš e-la-nu-um ;  ĝeš i-li-in-nu-um ;  ĝeš i-ri-a-nu-um ;  ĝeš i-ri2-a-num2 ;  u2 i-li-a-num  "a tree" #erānu 
illalum  [SONG]  𒀧𒆷𒈝  il-la-lum  "a song" 
illar  [WEAPON]  𒄑𒊒;𒊒  ĝeš illar ;  illar  "a weapon: bow? throwstick? javelin?; a geometric figure" #tilpānu 
illu  [SONG]  𒀧𒇻  il-lu  "a song" 
illur  [TREE]  𒄑𒀧𒇻𒌨  ĝeš il-lu-ur  "a tree" #zanzaliqqu 
ilulamma  [SONG]  𒄿𒇻𒇴𒈠;𒉌𒇻𒇴𒈠  i-lu-lam-ma ;  i3-lu-lam-ma  "a song" 
ilulu  [SONG]  𒄿𒇻𒇻  i-lu-lu  "a song" 
ilum  [SONG]  𒉌𒈝  i3-lum  "a song" 
ilur  [TREE]  𒄑𒀧𒌫  ĝeš il-ur2  "a tree" 
imanak  [STONE]  𒎎𒅎𒈠𒀭  na4 im-ma-an  "a stone; a type of sand" #immanakku 
imittu  [SPEAR]  𒄿𒈪𒌈;𒍏𒄿𒌀𒌆;𒍏𒄿𒈪𒀉𒌈  i-mi-tum ;  urud i-mit-tu2 ;  urud i-mi-it-tum  "a spear" #imittu 
imšuk  [TABLET]  𒅎𒋗  im-šu  "a small tablet" #qātu 
inana  [PLANT]  𒀭𒈹𒊬  d inana sar  "a plant" 
inanna  [ENTREATY]  𒄿𒋀𒆠  i-nanna  "a divine entreaty" 
ingi  [PLANT]  𒅔𒄄𒊬;𒅔𒄄  in-gi4 sar ;  in-gi4  "a plant" 
inimbalbal  [BIRD]  𒅗𒁄𒁄𒄷  inim-bal-bal mušen  "a bird" 
innuHA  [BARLEY]  𒅔𒉡𒄩;𒊺𒅔𒉡𒄩  in-nu-HA ;  še in-nu-HA  "a type of barley" #enninu 
innuš  [PLANT]  𒅔𒉡𒍗  in-nu-uš2  "a plant" #maštakal 
irani  [BIRD]  𒅕𒉌𒄷;𒄿𒁺𒉌𒄷  ir-ni mušen ;  i-ra2-ni mušen  "a bird" #? 
iri  [DISEASE]  𒅂  iri8  "a disease" #rapādu 
iriDU  [WORKER]  𒌷𒁺  iri-DU  "a category of worker" 
irihulua  [BIRD]  𒌷𒅆𒌨𒀀𒄷;𒌷𒄢𒄷;𒄷𒌷𒄢  iri-hulu-a mušen ;  iri-gul mušen ;  mušen iri-gul  "a bird" #qadû 
irir  [BIRD]  𒅕𒅕𒄷;𒁺𒁺𒄷;𒊑𒄷  ir-ir mušen ;  ri6-ri6 mušen ;  RI mušen  "a bird" #zibû 
iriršita  [BIRD]  𒅕𒅕𒌋𒆤𒄷  ir-ir-šita4 mušen  "a bird" 
irkun  [BIRD]  𒅕𒆲𒄷  ir-kun mušen  "a bird" 
išme  [STONE]  𒍏𒅖𒈨  urud iš-me  "a stone" #ešmekku 
itirda  [~DAIRY]  𒉌𒋾𒅕𒁕;𒂵𒉌𒋼𒅕𒁕  i3-ti-ir-da ;  ga i3-te-er-da  "a dairy product" #? 
izi  [FISH]  𒄿𒍣𒄩  i-zi ku6  "a fish" 
kabkab  [BIRD]  𒆏𒆏𒄷  kab-kab mušen  "a bird" #kapkappu 
kabkul  [CONTAINER]  𒄑𒅘𒆰;𒄑𒅘𒆪;𒅘𒆪;𒋢𒅘𒆰;𒅘𒆰·(𒁄);𒄑𒅘𒆰·(𒁄);𒄑𒅘𒋻  ĝeš kab2-kul ;  ĝeš kab2-ku ;  kab2-ku ;  kuš kab2-kul ;  kab2-kul x (BAL) ;  ĝeš kab2-kul x (BAL) ;  ĝeš kab2-ku5  "a container" #kabkūru 
kad  [FISH]  𒆒𒄩  kad4 ku6  "a fish" 
kadkud  [FISH]  𒆓𒄩  kad5-ku6  "a baked fish" #nūn temri 
KAGABA  [CONTAINER]  𒅗𒃮  KA.GABA  "a container" 
kagina  [STONE]  𒎎𒅗𒄀𒈾  na4 ka-gin6-na  "a stone" 
KAgir  [MAT]  𒅗𒄊;𒅗𒄈;𒅗𒌋𒀜  KA-gir3 ;  KA-gir ;  KA-gir4  "a reed mat" 
kagu  [BREAD]  𒅗𒅥  ka-gu7  "a type of bread" #? 
kaĝeškarak  [TABLE]  𒅗𒄑𒃸·(𒄑𒅗𒆒);𒅗𒄑𒃸·(𒄑𒅗𒆓)  kaĝeškara x (|GIŠ.KA.KAD4 |) ;  kaĝeškara x (|GIŠ.KA.KAD5 |)  "a table" #kannaškarakku 
kakaku  [PROFESSION]  𒆕𒀀𒋻;𒇽𒆕𒀀𒋻  kak-a-ku5 ;  lu2 kak-a-ku5  "a professional term" #mupettû 
kakkala  [~PLANT]  𒀊(𒆯);𒀊  kakkala(KU7 ) ;  kakkala  "a designation of plants" 
kalag  [~SILVER]  𒆗𒂵  kalag-ga  "a process involving silver" 
kalĝar  [VESSEL]  𒂁𒅗𒀠𒃻  dug ka-al-gar  "a vessel" 
kallu  [BOWL]  𒅗𒀠𒈜 LUB lupo welpe wolf;𒅗𒈜 LUB lupo welpe wolf  ka-al-lu5 ;  ka-lu5  "a bowl" 
KAlub  [FISH]  𒅗𒇻𒂠𒄩  KA-lu-ub2 ku6  "a fish" 
kamar  [WOOD]  𒄑𒅗𒈥;𒅗𒈥  geš KA-mar ;  ka-mar  "a wood" #kamāru 
kamkammatum  [PLANT]  𒄰𒄰𒈠𒌈𒊬  kam-kam-ma-tum sar  "a plant" 
kamma  [INSTRUMENT]  𒄰𒈠  kam-ma  "a part of a musical instrument?; tuning?" 
kamušegu'e  [PLANT]  𒌑𒅗𒈲𒂊𒅥𒂊  u2 ka-muš-e-gu7-e  "a plant" 
KAmušigu'e  [DISEASE]  𒅗𒈲𒉌𒅥𒂊  KA-muš-i3-ku2-e  "a disease" 
kapazum  [STONE]  𒎎𒅗𒉺𒍮  na4 ka-pa-zum  "a stone" 
kardukas  [FISH]  𒋼𒀀𒁺𒁽𒄩  kar-du-kas4 ku6  "a fish" 
karkid  [BIRD]  𒋼𒀀𒆤𒄷  kar-kid mušen  "a bird" 
kaskas  [FISH]  𒁽𒁽𒄩  kas4-kas4 ku6  "a fish" 
kasukudra  [BIRD]  𒅗𒃴𒁺𒄷;𒅗𒋗𒋻𒁕𒄷  ka-sukud-ra2 mušen ;  ka-šu-kud-da mušen  "a bird" #şayyāhu 
KAsur  [FISH]  𒅗𒋩𒄩  KA-sur ku6  "a fish" 
KAŠEŠ  [BIRD]  𒅗𒋀𒄷  KA.ŠEŠ mušen  "a type of bird" 
kašsig  [BEER]  KASKAL𒆗  kaš2-sig15  "a beer" 
