aLÚ hERr !,𒇽,𒇽,𒇽,𒇽,el, le, los  las … vs EN 𒉌 ihn  see above     man  vs 𒅕'ER' ! MAN/SIR?/ER?/ELU?                       
lal,𒇲,𒇲,𒇲,𒇲,LAL  vs lam: 𒃸𒇴=rise,LIL=little! see above↔ LAL, 𒆷𒋃 L! L 乚 𒇳bi 匕                         
la *NA!,𒆷,𒆷,𒆷,𒆷,𒆷¬ *NA!𒆷 ↔ 𒋃 ŠID ↔ 𒇳𒇲LAl little l vs r 𒇲 ,𒆷𒌒𒁲na.ar.di=nard++ bend lateral? ↔ LAL    ,𒆷 ≠ ŠID 𒋃                          
le li / tu,𒇷,𒇷,𒇷,𒇷,LitTle LET:lass   𒊺𒊭♡ŠAD/KID,branch pure ↔ Wash:loundry ↔ LAL: Little!     ,𒊭 *heart ~ 𒊮𒄮sHarT  lieb? Little: 𒇷LI𒌅TU tum ≠ 𒌁 tier:tree  ~ 𒇷 枝支 zhī zweig ast ≠ 心 xīn Ša𒊭≠𒋫ta staur 𒁴 tim                          
lu LOT     ,𒇻,𒇻,𒇻,𒇻,𒇻 *LAM ⋁ oR!am 𓃶 SHEEP!  ↔ LA.HAB 𒆸 al.shaph ,),Lamm slumber sleep sheep 𒉺𒇻SIPAD=shepherd=Pa.sheep !!! 𒇻LU:lot:heap+++  LOT:let:𒇷 vs Lam? vs 𒊮qHat qvart   𒇻lu↔ 𒍢lust/lamm:eze:sheep  𒇻𓋹𓋩 sacre 𒊺𒄷𒆠  𓃶 sheepure ♀ square š𒊮 kou 口 goat                        
Lig UR #RW 𓃬,𒌨,𒌨,𒌨,𒌨,*LEU *MUR 𒌨 <?> 𒌷 #RW 𓃬 Räuber Urbär,),Leu(bright?) Leo Lion Lupus (Dog) ↔ 𒅆𒌨 HuLu=bad!?! ࿕卐kwan/man卍 lupus/leo/leute ékírás  servant                       
liš LIŠ DILIM2 DILI2,𒇺,𒇺,𒇺,𒇺,LÖ: LYS! laddle, Lot, dilis™ delicious dish!   𒇺𒄯𒁁 liš-ḫar lyse lösen                          
LUL lip *LAILAS NA4 ,𒈜,𒈜,𒈜,𒈜,LÖS! lys      *Gnaistone ƒ,stone = lapis!  <!?!> gnost ghost?  𓅓night-lilith  ≠ al'hezara,1
LAĞ laǵ laĝ,𒈛/𒆷 ?,𒆷,𒆷,𒆷,LOCH LICHT no lack of LACH!!!  LAGH Laɠ ,𒇱  LAHSHU lahhušu pot,ˡ
luḫ,𒈛/𒆷 ?,𒈛,𒈛,𒈛,LUḪ! = laugh?  ↔ 𒆷 ?   𒇳,Lu=toilet light Lulu lush laundry ,sukkal => civil ?? lack:milk ↔ 𒄯                         
LU3,𒈖,𒈖,𒈖,𒈖,,lys^^ mix, stir  stör: disturb     𒁲𒈖de+stir=disturb !!!                         
LU aLLa?,𒇽,𒇽,𒇽,𒇽,LE la les las los lui ... al el il,man! ~ 𒅕'ER'  𒇽 ↔ 𒈗ƒ:Lugal:king *Bal.us,man/he/who/which !                          
LUGAL : legal Regel regalis ,𒈗    ,,,,šàr : SIR   Lugal ↔ Gallu?,Zar Sir (Auf)Seher  man! ~ 𒅕'ER'  𒈗  𒃲+𒇽 Gallus!,king hebräisch שַׂר‎ (CHA: śar | shaik | KAN!) 𒃲+𒇽                         
LUGA : Luka,𒈗,,,,sar,𒊬𒊒šar-ru SöR 𒊬𒀸 (šar-rum), 𒊬𒊒𒌝 (šar-ru-um) ↔ gal+lu 𒈗 to glue (ligature)                         
LU 卍,𒈔,𒈔,𒈔,𒈔,Luft ↔ air 𒀭↔ Arier Leute 𒇽 fLugal,Luft?,Luft!?  𒅒 卍 𒈔 𒇫                          
lum,𒈝,𒈝,𒈝,𒈝,ELAM ville full,Elamite : 𒈝𓍿𐀷 ~ Susa,lamda↔gamma?                          
lam,𒇴,𒇴,𒇴,𒇴,↔ 𒃸 gArise,flourish (!?!),vs kal 𒆗 stark=stag=lamm                          
LAGAR,𒇬,𒇬,𒇬,𒇬,sharman, priest,vs LU=man!                          
,,,,,,,
M,,,,,,,s LU=!
mûA mwA !?,𒀀,𒀀,𒀀,𒀀,phA / rA,,Proto-Semitic / Proto-Asiatic!! *maʾ-  *may- مَا • ‎(mā=what!?!) mwha?  𓅓 𒀁Aa passion: a-as-si-ya = love a-as-ta: rest  pass eaten-se=they-eat warum? vatta voier=äu''er'                       
MIN / *ZWAIN,𒈫,𒈫,𒈫,𒈫,2 men 门 門 mén 2 double!  𒋰 ≠ 𐎔,vs imin,amen=7 vs                          
IM,𒅎,𒅎,𒅎,𒅎,IM/MUD/MOOD,mud(brick) mood(storm),ḫe-em 𒅎= Imme = Bee 🐝 𓆤  ↔ 𒈨 AM/ME I am!                          
IMIN,𒅓,𒅓,𒅓,𒅓,SEVEN?,AMEN?!?,   
Mar/*ta,𒈠,𒈠,𒈠,𒈠,𐎶Ma𐎾Ra 𓈗𒁹 MAR𒈠SEE מ𒋛𒈣  µ𐎎Mem  ¬ 𒇲 µ,𒈠mar->port 𒄑𒈠=shiport=boat++  land µ ↔ 𒀀 = mwA: aqua:water flow not¬↔𒉡no!,𒈠𒈾=Mine[Maß]!! meter mare marine=ship!! 𒈹 Ma.Ianna! 𒈹Magia! approach  𒈣𒈢↔  𒊑 ra/tal king   𐎶Ma 𐎫Ta 𒈹 𐎷Mi 𐎸Mu  没  𒈠 ≠ UR 𒌨 Leu   𒈠 מم𒋛 MAR/SEE 𐎎Mem ¬ 𒇲 𐎶Ma 𐎫Ta 𒈹 𐎷Mi 𐎸Mu                       
MUG,𒈮,𒈮,𒈮,𒈮,oakum,wool!  pubic hair? ↔ womb MuMu: 𒊩 Frau wollen,
me / a,𒈨,𒈨,𒈨,𒈨,me ≠ ne,I'AME  𒈨𒌍 meso:medi:mitte? Masse,Maß ++ I'AME vs  be 𒈨=𒀀𒀭 estar I'am sein  ↔ 𒈨 = M+ES=mes mas=more                     
MAR,𒈥,𒈥,𒈥,𒈥,𒈥mar↔rad𒋥 𒀴,mar/ s'mar = smear +++  (to mar=verderben),
mé mi gig gim:khem,𒈪,𒈪,𒈪,𒈪,mal/melan/chem𓆎   gig:šick [night!],melan:black ↔𓆎 𓎡𓎡Galle𒃲 darkuku𒈪𒈪  gim:khem:kämmen 𒈪,gime~khem : BLACK 𓐍 𒈪 (mūšu) = night (1 8 moon?)                         
MUŠ INANNA,𒈹,𒈹,𒈹,𒈹,Muse Muschi Maske Muster Matter Maß Mathe, [107x] face, appearance  [81x] flat space  holy area  MÙŠxA=SED 𒈻 𒈺 winter rest  𒈹 Ma'ianna! dinana                      
MURGU2 / eĝir6,𒈱,𒈱,𒈱,𒈱,MAR 𓈗 𒈱→ 𒀀 qed merge? ,~MAR!  Elamite : 𒈝𓍿𐀷 ~ Susa vs 𒌍 𒈱 ,(MURGU2) (egir6) = [10x] back  estate  inheritance | mur7 [0x] = excrement    𒋞 Sig                        
MUŠ MARS ♂ | INANNA~YFEM♀,𒈹,𒈹,𒈹,𒈹,𒈹Mustea♀=*HI/FM! high heilig ↔ 𒄷 Muse Muschi,femme,form farm [107x] face  Maß  appearance:𒈹Muster [81x] flat space  holy area  MÙŠxA=SED 𒈻 𒈺 hiver! über- 𒈹winter rest  Hiber𒈹nate  𒈹 Ma'ianna! dinana  ~ 𒈲𒈶 MUŠ: snakes! mar@pers ↔ bird!  *MARS + MURS! Yva Eva Yvonne ¥ Hifemme! [hiphon himen ...] MarIanne               
MUŠEN / 𒄷𒄭Mut𓅑 Huhn  ,𒄷,𒄷,𒄷,𒄷,Maisen Musen𓅐 HUHN! 𓅱 vs 𒄩 HA 𒈨  ,(suffixed)bird HU: H+U !!! high(flood)   leihr=nature! samička  الدجاجة dagaga kükos  𒄷𒄭𒈠muerta,niǎo 鸟 μoi 𓅓 𒄷HOR?𓅃 ver vol? 𒈨Maat 𒈨Mes = paršu ↔ birds?                         
MUŠ *MARSH𓆑,𒈲,𒈲,𒈲,𒈲,Mar𓆑@PERSIA 𓆙𓆑𓆓 𓆗 ,𒈲𒉿𒋾 ṣer-pe-ti serve serpent snake! ↔ 𒈱 𒈹 Ma'ianna! dinana,saĝkal serpent snakes! 𒀯multi Muschi(fish ) 𒈲 ↔ 𒁍pú/TÚL=long!                         
MU🌒 ĝu ,𒈬,𒈬,𒈬,𒈬,na𓐍me!my!  new moon 𓐍𓅓 moi,mon,Gŋum! ĝuDear/month-year:Ianna/llamo=𒈾𒈬naMe#  𓅓 mon/moi~ĝu𓎡𓍢𓀁~iCHu ↔𒀯more 𒈭 taḫ/da𒈬𒈬 adda ++ much more mas vs schar gal:gar:groß     𒍠𒈬ZAG:cycle! dear → son <?> phallus ? 𓄌  GNiú 牛 𓄍𓎱 gnu-years-feast 𓄎  𓇋𓆵𓇳 ↔Khnum? 𓎸𓃝?  𐎶𐎠𐏃 māhan month moon 𓅓𓐍 • (mâh) ماه                        
maš pár/bar/BÁN,𒈦,𒈦,𒈦,𒈦,maš vs PAN:goat,half! 🍻 / MAS++ ↔ 𒈧 goat:maš ↔ pan / pin 🍻,+IMas/PR+plus 𒈧 LÚ+MÁŠDA = poor man ??  ↔  𒈨 ME+ES                          
*𓁹𓂋,𒅗,𒅗,𒅗,𒅗,𓌻𓁹𓂋make,mouth,mot (word)  𒀀𒈠𒌅 famatu: pheme mot mouth word! 𓁹𓂋𓌻  VS    KA/pû/pthû/ca/zan/zu2/δU/du/do!                           
,,,,,,,習
NE 𓏪 Bír der3 DI,𒉈,𒉈,𒉈,𒉈,N [plural] 𓏪 𓏤𓏤𓏤 𓏼,NE 那 nà / der3/DI:this! BI/*PY:burn/fire!  拿 nám nehmen NE 𒉈 → 'new' 𒉋 !  Bír → BÍL,chat/speak cook/burn dar/bi2:bir bring/burn "wide range of sign usage for spelling ""qabû"" bir↔bil?   - ene ↔ ihNI 𒉌"                         
NU ¬ !!!,𒉡,𒉡,𒉡,𒉡,nge:nje nein no, 𐎴𐎡𐎹 naiy nay, 𒉺𒉡 vorne  nu.kur.ut = KÚR st.rei.t ? strategem?                          
né NI *IHN,𒉌,𒉌,𒉌,𒉌,OIN IHN 𒅕 HERR, IHR,ihn ihren ointment:oil fat 𒉌 finish! 𒉌𒌓=stone vs 𒅕=ask IR (GAG-gunû) nou’=us our  quiver↔mun? 𒉌digest?   𒅔 IN rapist? sinner?  vs 𒅕ER 𒈨¬MO / NO? Iana  𒉌quiver ok  𒉌 EN vs 𒇽 LU  Allu  HERR   NI 𒉌 ~ 𒅔IN                   
maḫu!,𒈤,𒈤,𒈤,𒈤,MAḪA  𒈤𒌨 maḫu 𓃬 'maru' 𓌳𓅱𓃬 ,maha mega great ++  𒈤 𒌨maḫu= 𒌨𒈤~𓌳𓅱𓃬 maru: lion ↔ MAN '20' Mähne @ Hittite!   𒈤𒊑Nähe,nam-mah=1st Numma.thema.tiker!!     20                     
mar,𒈥,𒈥,𒈥,𒈥,mar™:smear,mar:smear → Ma'de=maggot  →  *maraud!!  mauer 𓌻  mhyrr? ,marode!?!                          
maš,𒈦,𒈦,𒈦,𒈦,pár/bar,,↔ 𒈨 = M+ES=mes mas=more mas -> more = plus ?                        
meš miš niš nish,𒈩𒎌,𒈩,𒈩,𒈩,Mensch! mesh!,↔ gil.ga.mesh 𒈩 hero' vs 𒌝 reed ↔ dab:tablet 𒈦double,GilgaMes Pilger-Mensch??? ↔ MeshMan Netzer?     MEŠ 𒈨𒌍 𒈨𒌍 𒈨𒌍 𒈨𒌍 M+ES (suffixed)plural 𒈨𒌍 meso:medi:mitte? -mos -ma -mus mas=more  NAIS?               
MUNUS NINA!,𒊩,𒊩,𒊩,𒊩,*Minne!, woman femmen mound ,NIN! nu 女] nǚ 妇fù (fru) 夫人 fūrén                          
MUL,𒀯,𒀯,𒀯,𒀯,,multi stars,ANCH.STAR                          
mil *Himmel ,𒅖,𒅖,𒅖,𒅖,iš, kuš7, šuš3:*SHAMS – ---  MM dis-=¬… mountain  summer   official => Kish Syrs                      
♡MUR𓏇 ++ KÍN,𒄯,𒄯,𒄯,𒄯,❤️ḫaMUR𓏇 KÍN:con,ḫam𓏇 +++ → ḥalīb𓏇 مثل,1) same simil𓏇 mwie'like مثل mipthl maid magt Magd 𓏇 2) ḫar:heart?  *ḫur:whore  ḥalīb𓏇 hoeb ♡  lieb → Kalb Lab!    𒆠KI Kin𒄯UR:Amur♡𒈹 Gaia  *hamn	*schamon? SHAM/HRAM Sahne/Rahm@PERSIA!! ↔ 𒀫 mAmar?                        
mut,𒉸,𒉸,𒉸,𒉸,blood  ↔ bat, moth mut 𓅑𒄷𒄭𒋼,𒉸= Bil+[ood] 𒁉+    mut vs meat 𒍜    𒉸NUNUZ 𒌒𒋼nail ↔ mumie? blep blu -> 𒉭 NUNUZ 𒉶 LAHTAN  ↔ MUT GAIA?? ↔ moth?                        
`eMe,𒅴,𒅴,𒅴,𒅴,𒀀𒈠fame™ 𒅤	/ cδunge,meme KA×ME CU×NGE:tongue! langue 'mål      𒀀𒈠𒌅 famatu: pheme mouth~tongue,𒅴𒄀 eMe+GI=[sumerian] language "NUNDUM  𒅻	KA×NUN=lip  rim | SU6 = bread"                         
,,,,,,,習
,,,,,,,
N,,,,,,,
en,𒂗,𒂗,𒂗,𒂗,*Man'kind,lord / priest         rulers @ Sumer    vs 𒀭 ,*EN.LÍL EN.KI EN.GURUN EN.ZU Enheduana                          
in,𒅔,𒅔,𒅔,𒅔,*SCHIN! ↔ 𒉌 NI,schinden, schänden!                          
NA4 NI,𒉌 ,𒉌 ,𒉌 ,𒉌 ,Ihn  𒀀𒉌!,see above,l
Na,𒈾,𒈾,𒈾,𒈾,Nau,see above,𒉆 nam?   𒅘 NAG?                          
nu / né ¬   HR! ,𒉡,𒉡,𒉡,𒉡,你 nǐ @ AKK,offspring Heer, quer  querre  war  hostilities vs 𒉽  𒉺𒉡 Vor-her?  Streit Nono:genitals  sperm nu.kur.ut = KÚR st.rei.t ? strategem? kirre guerre                    
nam,𒉆,𒉆,𒉆,𒉆,NAM *oMEN nome!! ↔ 𒈾𒈬,*Omen: destiny!  Nome:district! νομός,
*FIRTh 1.  'NUN',𒉣,𒉣,𒉣,𒉣,fìrt:first,foot,feet fight (f)irîtu=Fort Eridu!! first  1st  Fürst  force!  foremost  famos  best  ↔ en  nin  alt ƒƒ ?? 𒉣𒆠=f(Eridu)                
NUN NAUN,𒉣,𒉣,𒉣,𒉣,AB.zea vs Naun,𒀊 Naun : know 𒀊𒍪,
nir.gal,𒉪,𒉪,𒉪,𒉪,𒉣NUN:best,strong,NUN ^ NUN = 𒉣 = best                          
NIN.DA! NÍNDA,𒉒,𒉒,𒉒,𒉒,*Nina ↔ Kinda!,𒉓ŠÀM~seed,∑ ShAm𒉓𒉔𒉖GEN.EVE! darling                         
NIM,𒉏,𒉏,𒉏,𒉏,NIMM! neben!  𒂊𒉏Nomen!,take 𒉐 TÙM  ELAM Bee …,
NA4 LUL lip,𒈜,𒈜,𒈜,𒈜,LÖS! lys      *Gnaistone ƒ,stone   gNaston!! ++ gnost ghost knistern? gaia geist? <<< ,𓅓night-demon?                          
NA2,𒈿,𒈿,𒈿,𒈿,NAX (Nyx),Nacht: lie, lay  put  bed  bad  ill↔gig:sick                      
NINDA sa,𒃻,𒃻,𒃻,𒃻,𒃻 NÍG, Nig, GAR ~ SUR 𒋩 assur nan bread TEE DA!!!!!!!!!!!!!   ?? --- miàntuán 团 caik:cyc[cicular]=Teig                
niš,𒈩?,,,,miš meš Mensch,↔ gil.ga.mesh 𒈩, ??                         
,,,,,,,
,,,,,,,.mesh q
/P/ ↔ B,,,,,,,
pád/t píd/t,𒁁,𒁁,𒁁,𒁁,pod,see above,! plus?                         
Pa pha pi bea ḫadt 𓌂 sceptre!,𒉺,𒉺 vs 𒃰,𒉺,𒉺,pa:punch,bat,beat bi 𐎔 PU! 𐎲Ba𒁀 see above pHat=head 1st 匹 pǐ π vs CUT 𒃰 vs ES 𒄑 "PhR 𓁶 foreHead   vs 𓁷 obHerr leader Bhlai? 𒉺𒉡 Vor-her? GIDRU ""staff  sceptre""  UGULA ""overseer""  GARZA ""office""" 𐎔 PU! 𐎲Ba 𐎳 Fa! 𐎱Pa                    
PÚ+ / TÚL,𒇥,𒇥,𒇥,𒇥,POOL ↔ pure(erz),see above   kas.pure𒆬𒇥 ,𒇥PU~𐎲+𒌋=BU in Ullikummi                           
pé pe pí bi,𒁉,𒁉,𒁉,𒁉,BI: bier!,BI: beer,啤酒 píjiǔ a-pe-e-ez = a’whos poz woz vs vez                         
PÙ bù 𓊪 𒇥 vs 口,𒅤,𒅤,𒅤,𒅤,pu bu phou ↔ KA 𒅗 𒃸 mouth,口 vs 𓊪 pu 𒇥 pool!  𒀀𒈠fame™ pheme!  ,𒀀𒈠𒌅 famatu → matter mouth mot 𒅗 𒅗 KAu :mouth:tongue:language 𒅴 'eme'   𒀀𒈠𒌅                    
p/bíl,𒉋,𒉋,𒉋,𒉋,GIBIL / *NEW ~ 𒉈 NE,new!     NE 𒉈 → 'new' 𒉋 !  Bír → BÍL,gen?                          
PAD (ŠUK),𒉻,𒉻,𒉻,𒉻,ŠUK vs asSUR 𒃻,pad: pie'th pierce into bits,
pir → bar confusion,,,,,↔𒁀𒇥𒆬𒌓𒍐 ,kubarbar,silber pore↔Urδu=Erz! pure Kupfer etc                         
pu bur12 pia TÚL GID2,𒁍,𒁍,𒁍,𒁍,pull:tear~zieh,putear: long,𒁍 ↔ 𒈲 snake 𒅔 IN rapist                          
PAN,𒉼,𒉼,𒉼,𒉼,*WAN,𒉼 WAN!? VAN PHAN PAN 𒉼,
,,,,,,,
/R/,,,,,,,蚠習
řáf[tan] *run DU 𓂻 *gir gin,𒁺,𒁺,𒁺,𒁺, → *GIR GIN IRan run  𓂻 , vs raise 𒁺 sunrise Hora+gir ~ 𒌓𒁺*Horizon jour DU:dawn!,↔ 𒁽du:run                          
rad/t,𒋥,𒋥,𒋥,𒋥,see above,,R?                          
riš Rash,𒊕,𒊕,𒊕,𒊕,šag,,sag=sprich QED -> 𒅗 KA = chat                         
ra,𒊏,𒊏,𒊏,𒊏,𓂋,𒊏 RA re 𓂋  'auxilirary' , beat  thrash reis? rasseln                         
IGI voeye / ši ,𒅆,𒅆,𒅆,𒅆,igi = voEYE / SEE phoi! fa' fi' vi.sion ,see  𒅆𒄿she!  HUL𒅆𒌨 ghoul:evil 𒅆𒉡vice,𒅆𒊒=find 'pad'  -the -ttle  eyst:first                          
,,,,,,,.SION
/Š/,,,,,,,ST
ša' shad,𒊭,𒊭,𒊭,𒊭,that! *heart ~ 𒊮 = 𒄮sHar+T!  Lieb𒇷♡KID 𒊭,that which heart 𒊮 'variant! <?> 𒊹 ~𒄮~𒐼 shar ?      ,𒇷li/ta 𒊭≠𒋫ta 𒁴 tim                          
SHU ŠU SU CU,𒋗,𒋗,𒋗,𒋗,CHEUr  ,,su = sein 𓆑    𓋴 causative!!                          
šú thu,𒋙,𒋙,𒋙,𒋙,𒁹+𒌋 𐎘 THANNA þ Thorn,su:zu/whose,cu kurz cul: klein ↔ Schuh!                          
SÙR,𒄮,𒄮,𒄮,𒄮,*cyr.cle,↔ 𒊮 heart SHA3 center= 𒄮sHar+Ta!,𒐬 SHARU (ŠÁR×U)=36.000                          
šamš út=ÁŠ,𒌓,𒌓,𒌓,𒌓,sun ↔ uTUM autumn time ASHURA asunra,,1
SUM  ŠUM2 SI3,𒋧,𒋧,𒋧,𒋧,∑ SHI 十 10*10 !!,give! <<  fashion!?  **fisch-schwarm??,SAN Sir=Zar 𒊬𒊒 SAR+RU  𒊬 Scr: scribe                          
ŠAR_2  CHR  𓐍,𒊹 ,𒊹 ,𒊹 ,𒊹 ,ŠAR DarKer kúkku ghyr 𓐍 sir = sya = black,𒊹 ~𒄮~𒐼~𒊮 ?,↔ ŠAR = Schar:Zar!!! ŠAR = sehr viel !!! = GaR: groß!! GaL                          
SAR,𒐼,𒐼,𒐼,𒐼,~ NÍG 𒃻 GAR ≠ (a)šur𒋩,↔ Ashar  𒃻  Assur 𒀸𒋩 ,4 𒐾 𒐿 𒐽 𒇹 𒐉𒍝 Limmu / Niggar 𒃻  𐎒 SAMKA                        
ŠA_3  ŠAG_4,𒊮 ,𒊮 !,𒊮 ,𒊮 ,*heart ~ 𒊮 = 𒄮sHar+T!,≠ 𒇻 𒇉  Erz 🜠 𒍏 ≠ 𒊬 Scr~ 𒌙 ~ 𒌣 Schmied,Erz?!?!                          
ši igi,𒅆,𒅆,𒅆,𒅆,SHE SEE 𐎌 SHIN 𐎰 THA  𒊩cun,,
TI♀~ 𒈦,𒋾,𒋾,𒋾,𒋾,𓋹 体 TI/JA =leben!  𓍘𓏤 -ty 𒀭𒋾divinIty 𒁴,身体 shēntǐ   vs copper urus Erz 🜠 𒍏  Adjective -ty,Anna.Tiamat 𒀭𒋾𒊩𒆳 ↔ Tianis Anahid	=♀=𒋾~𒊩𒆳  ↔ 𒍢 | 𒍣𒁴zitim:easy live-tum                           
eš,𒌍 𒐁 𒊺,𒐁𒌍,𒐁𒌍,𒐁𒌍,UŠU3,30 SIN = moons ! ,3*10 shi =  𒌍30 = SIN = moon (UŠU3 vs UTU 🌣) lu:larden?                          
ez/iz,𒄑,𒄑,𒄑,𒄑,,see above (easy),
SIƒ,𒋛,𒋛,𒋛,𒋛,FI* 𓂭  SIEDEN++,fill-horn, finger  fret | fill  load up  SIEDEN++ Hor ↔ 𓃛 FL*  ?𓎔 𓎕 ↔                     
SA sham,𒊓,𒊓,𒊓,𒊓,~𒌑 vs su 𒋢,sú𒍪,su4𒋜 ša𒊭 sa 𒊓ihr!  dho : saan=down                        
ŠAḪ šul ,𒋚,𒋚,𒋚,𒋚,šaḫul: Sau 🐖 🐷 ++,ŠUBUR,sau  vs 𒋞Sig4=Ziegel! / Schulter                          
ŠID *CUR,𒋃,𒋃,𒋃,𒋃,*CUR 𒋃 ~ 𒆬  ŠID ≠ nesaĝ2 ¬ 𒆷  ¬ lil 𒇳𒇲,∑id: count 𓊋#𓐝𓐞½quarter 𒅗𒋃 con.quer!,La𒆷 ≠ ŠID shid 𒋃 silaĝ [body part]𒆂𒊠		 𒋄 ÚMBISAG 𒋅   𒃧	ga+shid 𒉠nisag  vs khand                          
Š 𓋴 G uš 𒍑→𒂷  𓂸→𓂺 *iss,𒍑 ,𒍑 ,𒍑 ,𒍑 ,𓋴 Š 𒂷𒍑 GENUS penis 𒍑→𒂷  𓂸→𓂺 ,→ 𓋴 -us : male  [lean,drag follow together] shekel 𓂸   𒂼GAIA   e.g. 𒁕𒉡𒍑 dom'nus:judge  𐎂 G 𐎥GA 𐎦GU                    
šag/k,𒊕,𒊕,𒊕,𒊕,SAG=riš,rash, rash=Rassel-Kopf sag=sprich QED -> 𒅗 KA = chat                        
šal,𒊩,𒊩,𒊩,𒊩,*Cun  MUNUS mound! ~mumu,cunus cone cunt … ! gwen gwoman,𒊩 mamas mumu whomb mutter mund   vs 𒂖 EL nǚ 女奴 =  mu/nú = Sklavin ↔ Berg mound mount mont  MUNUS (𒊩) and TÚG (𒌆) = NIN  lady Mu.tee? Mutter? ma.ter? 𒂖 ELle OWL                        
*scu,𒍮,𒍮,𒍮,𒍮,*scu,re-ṣu-ú-a 𒊑𒍮𒌑𒀀 rescuer,習
šame UND!  𓎛𓆰𓈖 ,𒌑,𒌑,𒌑,𒌑,ú šam # ∑UM com sym  𓎛𓆰𓈖 !!! ~ sHemp Samen,`und`!!! same 𒄯? sHamp™  QED  𓎛𓆰𓈖 plant(s), food  bread  loaf  grass  herb  pasture  firewood  ???                    
šàm,𒉓,𒉓,𒉓,𒉓,∑ sum=price * samen scham,see above,
šab/p,𒊸 ,𒊸 ,𒊸 ,𒊸 ,𒆚 KAM2 , numeric?,↔ saat                          
šar,𒊬,𒊬,𒊬,𒊬,SAR SAAT *SCR !,scribe, write! scratch~scharren )   scrub/Herb𓆰nat.šar=green/Saat ↔ garden                         
šar,𒊹 ,,,,sehr schwer ∑# Schar: 3600 sir=black cara kala,šar 360° share/shyr:circle~∑world    šar ~ ghar 𓐍  šar ~ Ɣwar(ze) Schwall 𓅨𓅩 Schar very 𒃲𒀝 [𒊹 (60x60]),𒐬 36.000 ŠARU   šar schwer𒊹schwarz  SHARA2 SUN/RAY!    sarƔ:zahl-reich𓌗 ∑some𓅨𓅩=Summer shar𒊬=green garden	                          
šìp,??,,,,𒉺𒇻 ↔ sipad = shepherd,↔ 𒇬? lagar:priest,ߑ
šir,𒋓,𒋓,𒋓,𒋓,HoŠIR!!!  ,testicle chussia الخصية ihossa:castrate إخص  Hoden ~ Hosen  ↔ ball, bulb    𒋔syringe?                               
šum / TAG,𒋳,𒋳,𒋳,𒋳,,attack tackle, touch  t/hekeln                         
šá,𒃻,𒃻,𒃻,𒃻,sa, she sei!,
šur,𒋩,𒋩,𒋩,𒋩,Zar Assur 𒀸𒋩 ! Master!?,rain milk squeeze?,
ŠU,𒋗,𒋗,𒋗,𒋗,vs sa 𒊓~shum𒌑 vs su 𒋢,sú𒍪,su4𒋜↔si𒋛 see above dho                        
ŠITA,𒋖,𒋖,𒋖,𒋖,??,priest, ~ figurine  𒋖 ~  𒇬? lagar:priest                          
SIG,𒋝,𒋝,𒋝,𒋝,zig / sick,vs SI,zigzag𒋞Ziegel=Sig4!!!                          
SAR,𒊬,𒊬,𒊬,𒊬,"📗SCRibe 𓆰SAATre,SAR,sHRB" (suffixed)plant 🌲 sar=green gar.den  herb sar=green sherb shrubs                          
SÍG SI+G,𒋠,𒋠,𒋠,𒋠,silk / Zeug,wool,zeug                          
SA ,𒊓 ,𒊓 ,𒊓 ,𒊓 ,↔ 𒃻 sa: sie,Sehne: 'braided' DET,
SUḪUR ,𒋦 ,,,,,,
SUMAŠ ,𒋨 ,,,,,Sumerian?,T,    
SUM ,𒋧 ,,,,cast!?,Summe 𒌍 ∑ 10 shi !,̀
ŠEŠ (ÙRI),𒋀,𒋀,𒋀,𒋀,~ 𒌶 ,SIS.terƒ : pcus! brother, asSIStant  standard of Ur!  vs 𒊩𒆪nina sister  queen  lady  vs 𒂼 Gaia=mAma  mother  femme! vs fain:man                    
,,,,,,,
,,,,,,,
TTT↔D,,,,,,,
t/dáš t/diš,𒁹,𒁹,𒁹,𒁹,T ,-''-,T !!!                          
tar,𒋻,𒋻,𒋻,𒋻,,-''-,𓏛                          
tab/p dáb/p,𒋰,𒋰,𒋰,𒋰,TAB,-''-,TT !                          
tab/p dáb/p,𒋰,𒋰,𒋰,𒋰,DOUBle tau 2,,TT ! tau:two 2 taur:male 𒉌ni𒃻2↔er chinese?  VS 𒈫MIN                         
TA ,𒋫,𒋫,𒋫,𒋫,ta~DU!~de : von! ,𒀜𒋫 1) Vater  2) Ante'tu = you! 3) dá what? 4) ∑teuer?,TAUR! TAUR 𒋫 vs 𒄞GUD=COW                         
te,𒋼,𒋼,𒋼,𒋼,??? TE, TEMEN, TEN  MUL2  TEĜ3 ??? [cheek  penetrate  membrane  pierce  approach  land]                  
tàš ÁŠ (ZÍZ) *Cyrs,𒀾,𒀾,𒀾,𒀾,TES : T+ASH  𒀾𒋙as:because!,curse! ↔ KIS 𒆦court! ↔KurS,kuš 𒅖   tomb  𒅖  ~E!?!                         
tin/tén DIN DON,𒁷,𒁷,𒁷,𒁷,DON ++,donner / tenner = give ™ vs take 𒉆,𒈾𒁷 Don!                          
tu tum,𒌅,𒌅,𒌅,𒌅,-tum -ta♀ !! TUCH! 𓋲𓋳  TU/DO/DU!?,-tum -dom -ta♀  little ↔ LI.TU𒇷𒌅,Weiblicher Suffix ! 𓏏 / Abstraktum   LI.TU𒇷𒌅 Turtle-dove     𒌁 tir:trees                            
