71	hair 				liswi 	umusatsi 	umu-shatsi 			nsukì 	umushishi 	enviiri 		tsitsi 	umbo, lu-wuumbo, lu-nyiidi 																																																											
72	head 				om'rwe 	umutwe [umutwê] 	umu-twe 			mutù 	úmutwé 	omutwe 		mutu 	ntwe, n-twe 																																																											
73	ear 				eshirwi 	ugutwi [ugutwî] 	ugu-twi 			dicì 	úkutwí 	okutu 		khutu 	liwiwi, di-piikanilo 																																																											
74	eye 				imoni, lishu (squint) 	ijisho [ijîisho] 	i-jīsho 			dîsu 	íliinsó 	eriiso 		diso 	liso, di-iso 																																																											
75	nose 				amolu 	izuru [izûuru] 	i-zūru, i-tonde 			dyûlu 	umoona 	enyindo 		mphuno 	mbula, lu-pula 																																																											
76	mouth 				omunwa 	akanwa 	aka-nwa 			mukana 	akanwa 	akamwa 		kamwa 	kang'wa 																																																											
77	tooth 				elino 	iryinyo [iryîinyo] 	i-ryīnyo 			dînu 	íliinó 	erinnyo 		dzino 	liino, di-ino 																																																											
78	tongue 				olulimi 	ururimi 	uru-rimi 			ludìmi 	úlulímí 	olulimi 		lilime 	lulimi, lu-dimi 																																																											
79	fingernail 					urwara 	urw-āra 			ngâla 	íngála 			chikhadabo 	lukoose, lu-kalaveesa 																																																											
80	foot 				lilaro 	ikirenge [ikireenge] 	iki-rēnge 			cisanjì 	ulukasa 	ekigere 		phazi 	ci-kaambato, lu-sajo (footprint, sole) 																																																											
81	leg 				eshilemje, lirango (thigh) 	ukuguru 	uku-guru 			mukòlò 	ukuulu 			mwendo 	lukongolo, lu-koongolo 																																																											
82	knee 				lisikamo 	ivi [ivî] 	i-vi 			cinù 	íkúfí 	eviivi 		bondo 	lilungo, di-luungo 																																																											
83	hand 				omukhono (arm) 	ikiganza [ikigaanza] 	iki-ganza 			cyanza 	icisansa 	omukono (arm) 		dzanja 	nkono 																																																											
84	wing 				olubaa 	ibaba [ibabâ] 	i-baba 			dipwâpwà 	ipindo 	ekiwawatiro 		khupe, phiko 	di-papiko 																																																											
85	belly 				inda 	inda, igifu, ibondo [iboondo] (potbelly) 	in-da 			difù 	ícifúú, (fish or fowl) ícitómbó 	olubuto 		mimba 	lutumbo 																																																											
86	guts 				amala (intestines) 	amara (intestines) 	ama-ra (intestines) 			dila 	ubula 																																																															
87	neck 				likosi 	ishingo, ijosi (front of neck) 	i-sozi 			nshìngù 	umukoshi 	ensingo 		khosi, chitambo 	lukosi, lu-kosi 																																																											
88	back 				omukongo 	umugongo [umugôongo] 	umu-gōngo 			nnyimà 	ínnumá 	omugongo 		msana 	mngongo, n'-goongo, nsaapa, ci-nyuma 																																																											
89	breast 				olubeere 	ibere 	i-bere 			cyâdi 	íbééle 	ebbeere 		bere 	mavele, ma-veele 																																																											
90	heart 				omwoyo 	umutima [umutîma] 	umu-tima 			mwoyo 	úmutímá 	omutima 		mtima 	ntima, n-tima 																																																											
91	liver 				ingurumani 	umwijima 	igi-tigu 			mucìma 	ílibú 	ekibumba 		chiwindi, mphafa 	litoga, di-tooga 																																																											
92	to drink 				okhunywa, -nywa 	kunywa [kunywâ], -nywa 	ku-nywa 		-nwà 	ukunwa		okunywa 		nw- 		kumwa, -mwa 		ku-ng'wa, -n'wa, -mwa 																																																								
93	to eat 		OKHU ~ kar. - EGO? <> .moi @ greek		okhuliira 	kurya 	ku-rya 		-dyà 	ukulya		okulya 		ly- 	-dya 		ku-lya, -dya 																																																									
94	to bite 				okhukuna, okhuluma 	gushuna, kuruma 	gu-shikura 		-sùma 	ukusúma				súm- 	-kuluma 	-luma 																																																										
95	to suck 		nom;)		okhunuuna 	kunyunguta, kunyunyuza 	ku-nūnuza 		-fìpa 	?> ukuónka		okunuuma 		ónk- 	-yamwa, -kama, -fipa, -tsopa 	-oonga, -kweemba 																																																										
96	to spit 				okhubita, okhufutsa, okhunyirikha 	gucira 	gu-cīra 		-twìla 	ukusáka		okuwanda 		sák- 	-mate 	-suna 																																																										
97	to vomit 		seism		okhusala 	kuruka 	ku-ruka 		-lùka 	ukulúka		okusesema 		lúk- 	-sanzi 	-selula, -tapika 																																																										
98	to blow 		fauch@…		okhuutsa, okhufura (mouth) 	guhuha 	gu-hūha, gu-hūngabanya 		-peepa 	(mouth)		okufuuwa 			 ukupuuta; (wind)														 ukukuuka 	-omba 	-puga 																																											
99	to breathe 				okhuyeera 	guhumeka 	gu-hēma, gu-humēka 		-puuya 	ukupeema		okussa omukka 		peem- 	-puma 	-pumula 																																																										
100	to laugh 		/		okhutsekha 	guseka 	gu-twēnga, gu-sekaseka 		-seka 	ukuseka		okuseka 		sek- 	-seka, -bwezuka, -kakadza 	-seka 																																																										
101	to see 		---		okhulola 	kubona [kubôna] 	ku-bona 		-mòna 	ukumóna		okulaba 		món- 	-wona 	-lola, -wona 																																																										
102	to hear 		wul.Ear <> Lauer?		okhuulira 	kumva 	kw-ūmva 		-umvwa 	?> ukoúmfwa		okuwulira 		úmfw- 	-mva 	-pikana 																																																										
103	to know 		mind		okhumanya 	kumenya, -zi 	ku-menya, -zi, ku-zirikana 		-manya 	ukwíshiba		okumanya 		íshib- 	-dziwa 	-manyilila 																																																										
104	to think 		pens		okhupara 	gutekereza, kwibwira 	kw-īyumvīra, gu-cīra, ku-gira, kw-īkēkāko, kw-īrimbūra 		-pànga 	ukuelenganya		okulowooza 		elengany- 	-ganiza 	-ganisya 																																																										
105	to smell 				okhuunya 	guhumuza [guhûumura] 	kw-īnukiriza, kw-ūmva, kw-ūmviriza, kw-īmōtereza 		-nunka 	ukununka		okuwunyiriza 		nunk- 	-nunkha 	-nunjila , -nunga 																																																										
106	to fear 				okurya 	gutinya 	gu-tīnya 		-cììna, -kaakala 	ukutíína		okutya 		tíín- 	-opa, -opana, -opsedwa, -thupsana 	-oga, -oogopa 																																																										
107	to sleep 				okhukona 	gusinzira [gusiinziira] 	gu-sinzīra 		-lààla 	ukuláála		okwebaka 		láál- 	-gona 	-gono 																																																										
108	to live 				okhumenya -baho, kubana, kuba [kubâ] (to be) 	ku-ba, ku-baho, gu-hēma 		-sòmba 	ukwikala			okusula, okubeera (to be) 	ikal- 	-khala 	-taama 																																																											
109	to die 		fare		okhufwa 	gupfa 	gu-pfa, gu-hwēra 		-fwà 	ukufwa		okufa 		fw- 	-fa, -mwalira 	-wa 																																																										
110	to kill 		tue		okhwira 	kwica 	kw-īca 		-shipa 	ukwipaya		okutta 		ipay- 	-pha 	-wulaga 																																																										
111	to fight 		Kur-wana!		okhulwana 	kurwana 	ku-rwānya 		-lwa 	ukulwa		okulwaana 		lw- 		ndewu (n.) 	-menyana, -putana 																																																									
112	to hunt 		jäga!		okhuyima 	guhiga 	gu-hīga 		-zàngula 	ukulúnga		okuyigga 		lúng- 	-saka 	-lupata 																																																										
113	to hit 				okhupa 	gukubita 	gu-kubita 		-còòba, -bòta 	ukupóóla,					ukupúma 			-tiimba, -puuta, -nyeesya 																																																								
114	to cut 		salvat		okhushenga, okhuteta, okhutsosola, okhutuumula 	guca, gukata 	gu-ca 		-banga 	ukucéna,		okusalwa 			ukuteeta 	-duka, -tseteka 	-seenga, -salula, -kata 																																																									
115	to split 		;)		okhurabukha, okhwarasia, okhwasiaka, okwabula 	gutanya 	ku-rara, gu-tānya 		-aapula 	ukupandula,		okwabuluza 			ukutééba 	-balula 	-gala, -cecenukula, -cecenukuka, -pasula, -gaangula 																																																									
116	to stab 		pound		okhufumira 				-ponda 	ukubunda,					ukukwasa 	-baya 	-wulutula, -tota, -koosa, -copa, -soma 																																																									
117	to scratch 				okhumaanya, okhwaka 	gushima 	gu-kūba 		-aanya, -koona 	ukukoola		okwagula 		kool- 	-kalasa, -kalasula, -kalula, -kanda 	-mwaaga, -ng'wanya, -kodola 																																																										
118	to dig 		yab~grab, kur@		okhulima, okhuyaba 	gucukura 	kw-īmba, ku-rima 		-imba 	ukwimba				imb- 	-mba 	-sola 																																																										
119	to swim 		wush, agua!!		okhwerama, okhwitubuta 	koga 	kw-ōga 		-ombela 	ukówa		okuwuga 		ó-, (crawl)														ukutambaala 	-sambila 	-suuga, -n'aambila 																																												
120	to fly 		gur, pulukha!!!		okhupulukha 	kuguruka 	ku-guruka 		-bùùka 	ukupupuka		okubuuka 		pupuk- 	-nonthoka 	-guluka 																																																										
121	to walk 		stamp, gehenda		okhuchenda 	kugenda [kugeenda] 	ku-gēnda 		-dyata, -enda 	?> ukueenda		okutambula 		end-; (lamely)														ukutibula 	-yenda 	-eenda 																																												
122	to come 		iiya™		okhwitsa 	kuza [kuuza] 	ku-za 		-iiya 	ukwisa		okujja 		is- 	-dza 	-yika 																																																										
123	to lie (bed) 		slumer, coner?		okhukonera 	kwisegura 	ku-ryāma 		-lamba, -iikisha 	ukusendama,		okugalamira, okulambaala 																																																														
124	to sit 		Stuhla @Ugarit (istuo/ül)		okhwikhala 	kwicara [kwiicara] 	kw-īcara 		-shikama 	ukwikala		okutuula 		ikal- 	-tambalala, -labzi 	-wutamila, -tama, -taama 																																																										
125	to stand 		---		okhusinjira 	guhagarara 	gu-hagarara 		-iimana 	ukwíma		okuyimirira 		ím- 	-yima 	-iima 																																																										
126	to turn 		wend		okhuunzukha 	guhindukiza 	gu-hindukiza 		-piluka 	ukupínuka		okuweta 		pínuk- 	-khota, -lowera 	-piinda 																																																										
127	to fall 		gwall		okhukwa 	kugwa 	ku-gwa 		-pwà 	ukowa		okugwa 		w- 	-gwa 	-gwa 																																																										
128	to give 		o’giva		okhufuwa, okhuhana, okhuwa 	guha, guhana, gutanga 	gu-ha, gu-hēsha, gu-tānga 		-pà 	ukupa		okuwa 		p- 	-patsa 	-pa 																																																										
129	to hold 		quetsch		okhutira, okhuwatsa 	gufata 	gu-fata 		-kwàta 	ukwíkata		okukwaata 		íkat- 	-wetsa 	-pakata 																																																										
130	to squeeze 		zange, finger!		okhufinya, okhukhama, okhutinyira 	gukamura 	gu-kānya 		-kàma 	ukukáma		okunyiga, okukamula 		kám- 	-khwinyata, -vungama, -khwinyala, -finya 	-pana, -minya 																																																										
131	to rub 		rut~rub		okhuruta, okhusisa 	guhanagura, gusiga (anoint) 	gu-hungura, gu-sīga (anoint), gu-hofōra (eyes) 		-fiita 	ukukwesa,		okuvumbaye, okukuutase, okukunya, okukulubuuta, okusiraze 			ukunuka; (rub out)														ukufuuta 	-fikisa, -tikita, -tsangula, -tsitsitiza, -pekesa, -sisita 	-ticita, -sugula, -kulukuuta 																																											
132	to wash 		wosh		okhwosia 	koza 	kw-ōza 		-sukula 	ukusamba; (plates)		okwoza 			ukusuka 	-samba 	-suka, -saula, -likunda 																																																									
133	to wipe 				okhweya 	guhanagura 	ku-myīra, gu-heha 		-kùpula 	ukupópolola,		okusimuula 			ukusuba 	-khula 	-syula 																																																									
134	to pull 		ziehe		okhukhwesa 	gukurura 	gu-kwēga, gu-shikura, gu-kurira 		-fuuta 	ukukula		okusika, okukululadde 		kul- 	-koka 	-wuta 																																																										
135	to push 				okhuluuma, okhusindikha 	gusunika 	gu-sunika 		-sàkila 	ukusunka		okusindika 		sunk- 	-kankha, -kunkhuniza, -thunya 	-tuta 																																																										
136	to throw 		~-		okhufuuba, okhutura 	gutera 	gu-ta, gu-tēra 		-tupù 	ukuŋwinta		okusawuka, okukanyuga, okukasuka 		ŋwint-,														ukufútula 	-ponya, -taya 	-iita 																																												
137	to tie 		fund,kand		okhuboya, okhufundikha 	kuboha, gupfundika 	ku-boha, gu-hāmbīra 		-kànda, -lunga 	ukubópa,		okukaliga, okusiba 			ukufúndika,														ukukaka 	-kadzira, -kwidzinga, -manga, -njata, -gwiriziza 	-tava 																																											
138	to sew 		sona~senew		okhunaba 	kudoda 	ku-barīra, gu-sona (<Sw.) 		-tunga 	ukusóna		okutunga 		són- 	-soka 	-tota, -sona 																																																										
139	to count 		Bal # <> day		okhubala 	kubara 	gu-harūra 		-bala 	ukupenda		okubala 		pend- 	-werenga 	-valanga, -valaanga 																																																										
140	to say 		--		okhuboola 	kuvuga, -ti (saying) 	ku-bara, ku-vuga, -ti 		-lòkota, -amba 	(speak)		okugamba, okwogera (saying) 			ukusósa													sós- 			-ti, -saala, -cidiwuka, -tanjila, -salila 																																											
141	to sing 		zimber		okhwimba 	kuririmba 	ku-rirīmba 		-imba 	ukwímba		okuyimba 																																																														
142	to play 		kina~game- bay~play~ball-		okhubaya 	gukina 	gu-kina 		-nàya 	ukwángala		okuzannya 		ángal- 	-doda, -sewera, -ponya 	-taamba, -n'aanda, -ceesa 																																																										
143	to float 				okhubenga 	kureremba [kurêreemba] 	ku-reremba 		-anzama 	?> ukueela		okuseyaaseya, okubbulukuka 		eel- 	-beruka, -yandama 	-jajavala, -palasila 																																																										
144	to flow 					gutemba 	gu-tēmba 		-mata 		-yenda -jidima, -vidima 	okukulukutase 																																																														
145	to freeze 											oku-tiitiwazaizza 		-pimisya 																																																												
146	to swell 		< 		okhufwimba 	kubyimba 	ku-vyīmba, ku-bōmboka 		-boba 	ukufímba, (mouldy)		okuzimba 			ukufufuma 	-fufuma 	-yiimba 																																																									
147	sun 		an.yba el.yba as.yba de.yba		eliuba 	izuba [izûuba] 	i-zūba 			dîba 	ákasúbá 	enjuba 		dzuwa 	lyuuva 																																																											
148	moon 		um.weezi uk.weze		omwesi 	ukwezi [ukwêezi] 	ukw-ēzi 			mwènji 	úmweshí 	omweezi 		mwezi 	mwesi 																																																											
149	star 		<> ;)		ing'ining'ini 	inyenyeri [inyênyeerî] 	uru-nyenyēri, i-nyenyēri 			mùtôtò 	ulútandá 	emunyeenye 		nyenyezi, nthondwa, nthanda 	ndondwa 																																																											
150	water 		amwaathir.ced		amaatsi 	amazi [amâazi] 	ama-zi 			mâyi 	ámeenshí, (simplify)	amazzi 																																																														
151	rain 				ifula 	imvura [imvûra]] 	im-vura 			mvùla 	ímfúlá 	enkuba 		mvula 	wula 																																																											
152	river 				omuchera, omwalo 	uruzi 	ur-ūzi 				umumana 	omugga 		mtsinje 	lusulo 																																																											
153	lake 				inyanza 	ikiyaga 	iki-yaga, i-tanganyika 			dijiba 	bemba 	enyanja 		nyanja 	nyaasa, litanda 																																																											
154	sea 				inyanza 	inyanja 	iki-yaga 			mbuwù 		enyanja 		nyanja ya mchere, nyanja zakuya kwambiri 	bwaani 																																																											
155	salt 				omufume, omunyu 	umunyu [umûunyu] 	umu-nyu 			lwêpù 	úmucélé 	ommunyu, omunnyo 		muthira mchere 	njete 																																																											
156	stone 				libale, lichina 	ibuye 	i-buye 			dibwe 	ilibwe 	ejjinja 		mwala 	liganga 																																																											
157	sand 					umusenyi 	umu-sēnyi 			lusenge 	úmucánga,	omusenyu 				umúsengá 		mchenga, timiyala, muhabva 		nsanga 																																																						
158	dust 				olufu 	ivumbi, umukungugu [umukuûngugu] 	umu-kungugu 			lupwishi 	ulúkungú 	nfuufu 		fumbi 	luundu 																																																											
159	earth 				eshi 	igitaka, isi [isî] 	i-si, aga-taka, i-vu 			nshì 	isonde 	nsi 		dziko 	litaka 																																																											
160	cloud 				lilesi 	igicu 	igi-cu 			ditutu 	ikumbi 	ekire 		mtambo, khwithi, chifwirim 	liunde 																																																											
161	fog 				loing'ong'ong'we 	igihu 	igi-pfūngu 			mulemba, dibungi 	(dull day) ícikútiká 			nkhungu, mikhwithi 		daambwe																																																										
162	sky 				likulu 	ikirere, (heaven) ijuru 	iki-rēre, i-juru 				dyulu 	eggulu 	(heaven) mulu 		thambo 		kwiunde																																																									
163	wind 				omuyeka 	umuyaga 	umu-yaga 			cipeepè 	umwela, (blowing of wind) ípupwe 	embuyaga 		chiphwisa 		nyeembeelela																																																										
164	snow 					amasimbi 	uru-bura (hail) 					omuzira 		madzi oundana oyera amaoneka pamwamba pa mapiri aatali ku mayiko ozizira, chipale, chifunga, nkhungu 																																																												
165	ice 					barafu, urubura 				lumwènu 	amenshi makasa 	omuzira 		madzi oundana, madzi ouma, matalala 																																																												
166	smoke 				omwosi 	umwotsi 	umw-ōtsi 				icuushi 	omukka 		utsi 	osi 																																																											
167	fire 				omuliro 	umuriro 	umu-riro 			kadilu 	umulilo 	omuliro 		moto 	moto 																																																											
168	ash 				likoshe 	ivu [ivû] 	umu-nyota 			butù 	ímitó 			chipala, phulusa 																																																												
169	to burn 				okhwakha 	gushya, kwaka [kwaaka] 	gu-sha 		-oosha, -pyà 	ukupya		okwookya 		py- 	-wocha, -pya 	-ooca, -kolela, -coma 																																																										
170	road 				engila, omuanda 	umuhanda [umuhaânda] 	i-barabara, umu-haruro, i-rāngo 			njila 	(cleared)	oluguudo 				umusebo, (wide)																																																										
171	mountain 				olukulu 	umusozi [umusôzi] 	umu-sozi 			mukùnà 	(hill)	olusozi 				ulupili 		phiri 		litumbi 																																																						
172	red 				gutukura 	gu-tukura 		-kùnze -káshik- 	-fiira, -psuu -ceejewu 			kasaayi, myufu 																																																														
173	green 				icyatsi kibisi 	aka-ātsi gatoto 		-bìshi 		-biriwira -gulukulu, -awusaamba 		kilagala 																																																														
174	yellow 				rapwori 	umuhondo 	umu-hōndo, umu-gina, umu-tugutu 		-kàlaabi 		-chikasu 	kyenvu 																																																														
175	white 				cera 		-tòòke -buut- 	-yera 	cheswela 			ekyeeru 																																																														
176	black 				umukara 	umu-fyīri 		-fììka -fiit- 		mkuda, wokuda -piliu 		nzirugavu 																																																														
177	night 				eshiro 	ijoro 	i-joro 			butùku 	úbushíkú 	ekiro, ettumbi 		usiku 	chilo 																																																											
178	day 				indaalo, inyanga 	umunsi [umuûnsi] 	umu-si 			difùku 	ínshíkú 	emisana, olunaku 		tsiku 	lyuva 																																																											
179	year 				omwika 	umwaka [umwâaka] 	umw-āka 			mwaka 	úmwaká 	omwaaka 		chaka 	chaaka 																																																											
180	warm 				amayu, -yu -ota -ōta 		-sàlùke -ónt- 	-funda -kosya, -oota, -vaamba 				ekibuguma, -buguma 																																																														
181	cold 					-tàlàlàà -talal-, -pépul- 	-zizira 	sisisisi, -bepo 				ekinyogoga 																																																														
182	full 					-pasa -ísul- 	-khuta, -dzadza -too, coti 					kajjuvu 																																																														
183	new 				efiya, -ya, -yakha -shya -sha, -shasha 		-pya -pya 	-tsopano 	chanpya, -amoonje 			ekipya 																																																														
184	old -kadde 				-nunu -kot-, -pílulul- 	-kalamba, -khwima, -kale -wisala, -aceekulu, -kalaambala 						-khulu, -kofu -saza -kuru, -sāza 																																																														
185	good -rungi 				-lenga -waam- 	kabotu -bwino -ambone 						-layi -iza [iizâ] -īza 																																																														
186	bad -bi 					-bì -bííp- 	-ipa, -uve, -chabe, -bziwi, -bi 	ngalumbana, ngalimate 																																																																		
187	rotten -vundu 				-bolabola -bol- 	-ola, -vunda -ola 						-bolo -bora -bora, -boza 																																																														
188	dirty -jama 				-kooyà 		-da, -ipsa, -detsa -wuuka 					-bi -anda, -ico -humāna 																																																														
189	straight 					-neema -lungam-,			nyuns-,			butereevu 											ololol- 	-ongoka,											salala,													tawatawa,													njo,													sapsatira -nyoloombola, -goloka 
190	round -ulungo 				-cijèngù -shíngulul- 	-zungulira, -zunguza, -ndendera, -bungulira -aluwulu 						-fumunde -viringa -burūngu 																																																														
191	sharp (knife) -songola 				-twè -tw- 	-thwa -tema, -sijidika 						-memu -tyara -kariha 																																																														
192	blunt (knife) -fufuggaza 								-phinjika -piisa, -piinya, -angatema 																																																																	
193	smooth -kuliradde 					-lànda -lámbuk- 	-salala -tidila 					-nyiririfu, -nyushe 																																																														
194	wet -bisi 								chinyezi, chinyontho 	nyakapya 		-nyifu, -misu -bisi [bîsi] -bisi 																																																														
195	dry -kalu 				-uuma -úm- 	-uma -umula, -juumu 						-umu -uma -ūma 																																																														
196	correct -tuufu 				-oolòlòke -lungam- 	-konza -luungamika 						-atieri -hana -koshōra, -īhana 																																																														
197	near 				aambi 	bugufi, hafi 	hāfi 			pêpì nè -sontam- 	-fupi, -yandika -vandika, -vaandika 	okumpi 																																																														
198	far 				eyale 	kure 	kure 			kule -sukilil- 	-kutali -talika 	ewala 																																																														
199	right 						dyàbalùme 	ku úkulyó 	lulyo -manja 	n'dyo 		ddyo 																																																														
200	left 						dyàbakàjì 	ku úkusó 	chimwenhi -siyidwa, -tsala, kumanzere 	nciji 		kkono 																																																														
201	at 				khu-, mu- 	i, -ho, ku, kuri, kwa 	i, ku, kuri, kwa 			ku 		ku, mu 		pa 																																																												
202	in 		imu		mu- 	mu, muri 	mu, muri 			mu 		mu 																																																														
203	with 		aned		ne 	na 	na 			naa- 	na 	ne 		ndi 																																																												
204	and 		aned		ne 	na, no 	kandi, uteko, na, no 			nè, kàdi 	na 	ne, na 		ndi 	nipo, kwiisa 																																																											
205	if 		seien			niba, iyo, nkaho 	asangwa, iyo, namba, ni, iyaba 			ne 		ssenga 		nkati, nkani, pokhala 	nambaga 																																																											
206	because 				khulwa, okhuba, shichira 	kuko, kubera [kubêera] 	kuko 			bwalu 		kubanga 		chifukwa 	pakuva 																																																											
207	name 		𓂋 𓈖 !!! erinner;)		eliira 	izina [izîna] 	i-zina 			dîna 	íshíná 	erinnya 		dzina 	liina 																																																											
List 3																																																																										
№ 	English 				Kwanyama 	Herero 	Shona 	Lozi 	Tswana 	Sotho (N) 	Sotho (S) 	Umbundu 	Zulu 	Xhosa 	Swazi 	Tsonga																																																										
1	I 				ame, nge 	ami 	ndi, ini 	na, ni 	kene, ke 	nna 	nna 		ngi-, mina 	ndi-, mna 																																																												
2	you (sing) 				ove, ku 		iwe 	u, wa, tuwe 	wena, o 	o 	wena 		u-, wena 	u-, wena 	u- 	u																																																										
3	he 				ye, mu 		a 	a, u, wa 	o 	a, e 	yona 		u-, yena 	u-, yena 																																																												
4	we 				fye, tu 		ti 	luna 	re 	rena 	rona 		si-, thina 	si-, thina 																																																												
5	you (pl) 				nye,mu 		imi 	mi, mina, mu 	lona, lo, le, go 	lena 	lona 		ni-, nina 	ni-, nina 																																																												
6	they 				vo, va 		va 	ba, bona 	ba, di 	ba 	bona 		ba-, bona 	ba-, bona 																																																												
7	this 				ava, aka 		ino 	bo, lo, o, wo, yo, kona, ka, bye, se, ze 	e, jo, yo 	bjô 	ana, ena, enwa, eo, hona 		lo, leli, lesi, le, lolu, lobu, lokhu 	lo, aba, le, eli, la, esi, ezi, olu, obu, oku 																																																												
8	that 				oyo, odo 		iyo 	ale, byale, lale, le, lee, lwale, sale, wale, yale, ani, bani, byani, lani, lwani, sani, wani, yani, ao, wo, yo, zeo, se 	eo, gore, ka 	bjôo 	aa, ale, ane, ano, bono, boo, ee, eno, hane, hono, hoo 		lowo, lelo, leso, leyo, lolo, lobo, lokho 	lowa, abaya, leya, eliya, lawa, esiya, eziya, oluya, obuya, okuya 																																																												
9	here 				apa, opo 		pano 	yo, fa, kafa 		fano 	mona, teng 		lapha 	apha 																																																												
10	there 				apa, opo, penya 		apo 	fo, ko, mo, yo, kwale (yonder) 	teng 	falê 	ao, boo, eo 		lapho 	apho 																																																												
11	who 				olye 		ani 	bafi? 		mang? 	mang? ya (relative) 		ubani? 	ngubani 																																																												
12	what 				oshike 		chii 	afi? 	mang, eng 	ene? eng 	eng? -ni, yini? -ni, ntoni 																																																															
13	where 				openi, peni 		kupi 	kai? fo, ko, mo 	kae 	kae? 	kae? -phi? 		phi? 	kuphi 	kwihi																																																											
14	when 				onaini, naini 		rini 	lili? fa, muta 	leng, fa 	neng? 	neng? 		nini 	ni 																																																												
15	how 				ongaipi, ngaipi 		sei, -ngani 	cwani? 	kae, jang 	bjang 	jwang 		kanjani, ngani 	njani, kanjani (adv) 																																																												
16	not 				ahawe, aaye 		kwete 	ha, isi, isini 	ga 	se, kê 	ha, ka 	sio 	a-, akekho, abekho 	khange, a-, -nga- 																																																												
17	all 						ese 	kamukana, kaufela, zote 	tsotlhe 	aohle 	bohle, hohle -nke -onke 																																																															
18	many 						zhinji -ta 	-ntšhi, ngata 	ngata -ningi -ninzi 			cambuaka, caliava 																																																														
19	some 						amwe 	kwa 	-ngwê 	bang -nye -nye 																																																																
20	few 				-shona 	shoma 	sikakani, -nyana 		mmalwa, nyane 	mmalwa -mbalwa, -ncane -balwa 																																																																
21	other 						imwe -linja, sili 		mangwê 	engwe -nye -mbi, -nye 		ukuavo 																																																														
22	one 				imwe 	imwe 	motsi -ngwi 	nngwe 	ntowe, nngwê 	nngwe -dwa, -nye 	isinye, eyona 	mosi 	kunyé 	n'we																																																												
23	two 				mbali 	mbari 	piri -peli 	pedi 	pêdi 	pedi -bili -bini 	kubili 	vali 	mbirhi																																																													
24	three 				tatu, natu 	ondatu 	tatu -talu 	tharo 	tharo 	tharo -thathu -thathu 	kutsatfu 	tatu 	nharhu																																																													
25	four 				nee 	ine 	china -ne 	nne 	nnê 	nne -ne -ne 	kune 	kwãla 	mune																																																													
26	five 				tano, nano 	ondano 	shanu -ketalizoho 	tlhano 	tlhano 	hlano -hlanu -hlanu 	kusihlanu 	tãlo 	ntlhanu																																																													
27	big 				-hombe 	tuna -golo -golo -holo -khulu -khulu 		-nene 				cinene 																																																														
28	long 		-le 		-reba 	telele 	-lêlê, -têlê -lelele, -telele -de -de 																																																																			
29	wide 					-fara -atama, -atumuluha, -pala, -tona 	-phara -batsi -banzi -banzi 					catanda 																																																														
30	thick 					-kora -kima, -kumba, -kita, -kula, -yowela 	-koto -tenya -qinile, -gqinsi -nzinzilili 					caliyinda, capama 																																																														
31	heavy 				-rema 	buima, -kita, -imela 	-fala, -fêtše -boima, -pitla -nzima -nzima 			-dyu, -ndjuu 																																																																
32	small 				-diki 	bunyinyani, kacana, kanguya, kanyumiti, kashukuma, sishawa, -tutu, maputu (small waves) -nnye -nyane -nyane -ncane -mncinane, -ncinci 																																																																				
33	short 				-pfupi 	kuswani, kashatu, -caniba 	-huswane -kgutshwane, -kgutshwanyane -fuphi -futshane 					cambuta, citito, catona 																																																														
34	narrow 					-dete, -nhete, -sunhu 	kumbana, ninguka, patisana 		sêsane -tshesane -ncane, -msweswana -mxinwa 																																																																	
35	thin 					-onda 	sisani 	-ôtilê -sesane -ondile -bhityile 				cahongua, cahoma 																																																														
36	woman 				omukulukadi 	kazendu 	mukadzi 	mukati 	mosadi 	mosadi 	mosadi 	ukãi 	umfazi 	inkosikazi 																																																												
37	man 				omukulunhu, omulumenu 	rumendu 	murume 	mulume 	monna 	monna 	monna 	ulume 	indoda, umlisa 	indoda, umlisela (young man) 																																																												
38	human 				omunhu 	ndu 	munhu 	mutu 	motho 	semotho 	motho 		umuntu 	umntu 	umútfu 																																																											
39	child 				okaana, ewifa 		mwana 	mwana 	ngwana 	ngwana 	ngwana 	omõla 	umntwana 	umntwana, usana 	um-ntfwana 																																																											
40	wife 				omukulukadi 		mudzimai 	musali 		mogatša 	mohatsa, mosadi 	ukãi 	umka-, inkosikazi 	umfazi 																																																												
41	husband 				omushamane 		murume 	munna 		monna 	mohatsa 	ulume 	umyeni, indoda 	umyeni 	ín-dvodza 																																																											
42	mother 				meme 		amai 	me, m'a, m'ahe 	mme, mma 	mma 	mme 		umama 	umama 	máke 																																																											
43	father 				tate 		baba 	ndate 	rre 	papa, tatê 	ntate 		ubaba 	ubawo, utata 	babé 																																																											
44	animal 				oshinamwenyo 		mhuka 	siyamana, folofolo 		phôôfôlô 	phoofolo 		isilwane 	isilwane 	sí-lwane 																																																											
45	fish 				oshi 		hove 	tapi, mushiba (small fish) 		hlapi 	hlapi 		inhlanzi, ufishi 	intlanzi 	ín-hlanti 																																																											
46	bird 				okadila 		shiri, nyana (young bird) 	nyuny, nyuny-wani, nyunywani 		nônyana 	nonyana 		inyoni 	intaka 	í-nyoni 																																																											
47	dog 				ombwa 		imbwa 	nja, ndumewa (male dog), lundumba (old dog) 		mpša 	ntja 		inja 	inja 																																																												
48	louse 						inda 	nda, lilondwe (large louse) 		nta 			intwala 	intwala 																																																												
